"","LSOA","Density.KM2","Outlets.1000","CHALICE.Density.PWC","CHALICE.Density","KDE","WIMD_Quintile","Morphology","Total","POP_X","POP_Y"
"1435","W01001435",4.14938,8.06,9.94145,9.36984,1.11045002937317,2,"Urban > 10K",1240,321480,204380
"1436","W01001436",65.38462,13.95,12.88288,12.56276,22.5007247924805,2,"Urban > 10K",1219,321887,203915
"1437","W01001437",1.03093,1.56,6.71065,6.95477,0.007097999099642,3,"Urban > 10K",1284,322021,204403
"1438","W01001438",1.67598,2.49,1.42502,1.92513,0.501141548156738,3,"Urban > 10K",1207,316462,211036
"1439","W01001439",6.74157,4.02,2.58057,2.08317,5.34995460510254,3,"Urban > 10K",1491,316809,210910
"1440","W01001440",1.66667,1.73,1.19368,1.28075,1.59538745880127,2,"Urban > 10K",1155,317444,211575
"1441","W01001441",1.30719,1.93,0.92987,1.24326,1.34697246551514,1,"Urban > 10K",1036,316628,212309
"1442","W01001442",9.85915,6.76,5.1089,3.56643,3.74989151954651,4,"Urban > 10K",1035,316837,211632
"1443","W01001443",10.07752,11.14,6.90522,5.41909,7.17195749282837,1,"Urban > 10K",1167,319965,208207
"1444","W01001444",0.89286,1.81,2.33173,1.90392,0,2,"Urban > 10K",1662,320396,208382
"1445","W01001445",2.12766,5.68,3.92861,3.38784,2.35370016098023,2,"Urban > 10K",1233,320133,207452
"1446","W01001446",1.13122,4.81,6.00009,4.35135,1.49336862564087,3,"Urban > 10K",1040,319408,212126
"1447","W01001447",3.63636,1.63,2.66664,2.84336,5.57249593734741,1,"Urban > 10K",1226,318330,211784
"1448","W01001448",44.89796,20.7,14.08877,13.22044,23.0388832092285,3,"Urban > 10K",1063,319199,211854
"1449","W01001449",13.88889,4.14,7.26562,8.84706,19.7186985015869,2,"Urban > 10K",1207,318772,211902
"1450","W01001450",1.86047,3.48,0,3.84475,1.30238699913025,2,"Town and Fringe",1149,318425,205565
"1451","W01001451",1.56863,6.98,4.50932,4.30812,0.043795943260193,1,"Town and Fringe",1146,318575,204990
"1452","W01001452",0.79051,1.54,0.833,0.82014,1.59805393218994,4,"Town and Fringe",1302,317575,206878
"1453","W01001453",3.7037,3.05,0.69675,2.21805,1.09804499149323,1,"Urban > 10K",1313,320999,205175
"1454","W01001454",0.23585,1.65,0.50511,1.16495,0,2,"Urban > 10K",1209,321797,205504
"1455","W01001455",21.875,5.2,6.00255,5.35622,17.367826461792,2,"Urban > 10K",1346,321594,204736
"1456","W01001456",5.49451,4.48,3.12189,2.98441,5.15914154052734,2,"Urban > 10K",1115,316895,210040
"1457","W01001457",1.96078,1.34,0.58967,0.86475,1.70128345489502,1,"Urban > 10K",1487,315837,209759
"1458","W01001458",7.14286,3.07,2.79236,2.54236,9.56857681274414,3,"Urban > 10K",1303,316342,210072
"1459","W01001459",1.38889,1.06,0.12354,1.60883,5.9518256187439,1,"Urban > 10K",942,316421,209156
"1460","W01001460",2.32975,9.34,1.27017,3.16517,0,2,"Urban > 10K",1392,317010,208753
"1461","W01001461",12.90323,3.41,2.6143,3.61952,13.6171588897705,2,"Urban > 10K",1174,316647,209433
"1462","W01001462",0.54945,1.6,2.04483,1.30232,0.370206117630005,2,"Urban > 10K",1247,314855,208349
"1463","W01001463",9.09091,2.46,2.69087,2.04296,5.49633312225342,3,"Urban > 10K",1629,314857,208095
"1464","W01001464",1.91083,2.45,3.18119,1.61616,0.602613568305969,1,"Urban > 10K",1224,321738,198948
"1465","W01001465",0.59524,2.26,0.75183,0.85952,0.65442168712616,1,"Town and Fringe",1329,321413,201428
"1466","W01001466",12.5,7.26,5.95867,3.70421,8.61760997772217,2,"Town and Fringe",1378,321710,200815
"1467","W01001467",1.05932,3.17,0.3367,1.26095,0.074502646923065,1,"Urban > 10K",1576,318916,210786
"1468","W01001468",3.53982,3.42,1.82569,1.6056,2.4715793132782,1,"Urban > 10K",1170,319473,210123
"1469","W01001469",0.66667,0.92,0.8828,0.94119,1.35426807403564,1,"Urban > 10K",1083,319860,209514
"1470","W01001470",0.70755,2.2,1.22926,1.29013,0.090707391500473,3,"Urban > 10K",1363,315640,211928
"1471","W01001471",8.47458,3.54,1.35823,1.92601,9.04806423187256,1,"Urban > 10K",1411,315867,211932
"1472","W01001472",6.72269,6.49,1.9759,1.96962,3.91900944709778,3,"Urban > 10K",1233,313829,210398
"1473","W01001473",2.32558,0.87,1.34183,1.65788,4.3331995010376,1,"Urban > 10K",1151,314579,210366
"1474","W01001474",0.42796,4.61,0.82626,1.08658,0.846890389919281,1,"Urban > 10K",1301,312882,210931
"1475","W01001475",5.55556,4.78,2.12081,2.64019,2.96709871292114,2,"Urban > 10K",1047,314486,209967
"1476","W01001476",0.47619,1.14,0.56606,2.055,0.438247621059418,1,"Urban > 10K",880,321971,203125
"1477","W01001477",1.85185,3.26,2.87746,2.89938,1.57952082157135,3,"Urban > 10K",1227,322226,203294
"1478","W01001478",0.82192,4.9,1.37441,4.58456,0.284662812948227,2,"Urban > 10K",1225,314374,208037
"1479","W01001479",0.5,0.78,2.25399,3.50343,0.129704296588898,1,"Urban > 10K",1284,313713,208647
"1480","W01001480",1.03093,0.74,1.9778,1.85962,0.985450387001038,1,"Urban > 10K",1357,313464,210075
"1481","W01001481",34.17722,20.36,5.98656,8.79305,23.6580142974854,1,"Urban > 10K",1326,314037,209353
"1482","W01001482",0.4329,5.05,0.83486,1.27009,2.15162777900696,1,"Urban > 10K",990,326474,205499
"1483","W01001483",14.28571,5.56,5.00755,3.19723,7.81295919418335,2,"Urban > 10K",1079,326263,204720
"1484","W01001484",1.24224,1.42,1.12934,1.58901,0.000107731568278,3,"Urban > 10K",1404,326676,204192
"1485","W01001485",0.22371,2.1,1.45683,1.49181,0,2,"Urban > 10K",952,326150,204013
"1486","W01001486",3.55556,6.29,2.79089,2.4296,8.37910461425781,2,"Urban > 10K",1271,326712,203481
"1487","W01001487",0.625,3.15,3.70255,4.99001,1.40297758579254,3,"Town and Fringe",1270,325801,208579
"1488","W01001488",10.25641,3.25,3.82921,4.38814,16.8847064971924,1,"Town and Fringe",1229,325570,209268
"1489","W01001489",1.75439,15.24,4.49893,8.13223,0.112027123570442,2,"Town and Fringe",1247,324781,208872
"1490","W01001490",25,4.71,12.97102,11.37407,22.3005828857422,4,"Town and Fringe",1062,325463,208812
"1491","W01001491",18.42105,4.66,5.23459,6.20572,23.4036140441895,2,"Urban > 10K",1501,327861,200831
"1492","W01001492",4.05405,1.48,1.66865,1.43091,7.05794334411621,4,"Urban > 10K",2024,327752,193898
"1493","W01001493",5.40541,1.18,1.79343,1.99127,8.15452575683594,3,"Urban > 10K",1698,330060,196588
"1494","W01001494",2.73973,1.49,2.08225,1.90868,1.40216100215912,5,"Urban > 10K",1344,330447,196594
"1495","W01001495",2.77778,1.86,2.09071,1.79246,9.00329780578613,5,"Urban > 10K",1609,330580,195974
"1496","W01001496",0.7485,3.93,2.47566,1.92701,0,1,"Urban > 10K",1272,328259,199968
"1497","W01001497",8.16327,2.99,2.5373,1.76351,10.7302761077881,2,"Urban > 10K",1336,327496,194479
"1498","W01001498",4.16667,0.94,2.23717,2.2092,9.00277137756348,2,"Urban > 10K",1067,327915,194433
"1499","W01001499",0,0,0.11988,0.54647,3.37803173065186,3,"Urban > 10K",1036,327026,194516
"1500","W01001500",0,0,0.25808,0.32274,0.160520374774933,5,"Urban > 10K",1129,326746,194634
"1501","W01001501",3.44828,0.87,1.03555,1.34208,3.66452765464783,2,"Urban > 10K",1152,327513,195564
"1502","W01001502",0,0,0.14179,0.69508,0.047377850860357,5,"Urban > 10K",1110,327290,195322
"1503","W01001503",9.52381,1.69,2.36183,2.23677,9.62728786468506,2,"Urban > 10K",1181,327857,195146
"1504","W01001504",6.66667,4.46,1.58078,1.17077,6.07717895507812,3,"Urban > 10K",1569,329712,193900
"1505","W01001505",0.54446,1.66,0.11528,0.50007,1.53926360607147,4,"Urban > 10K",1811,330247,193205
"1506","W01001506",23.52941,22.84,3.45337,6.17931,27.0514640808105,2,"Urban > 10K",1226,329517,194944
"1507","W01001507",2.48756,2.91,2.03485,1.77422,1.02568566799164,4,"Urban > 10K",1716,330496,194987
"1508","W01001508",1.9802,1.78,0.85756,1.41901,3.86221122741699,5,"Urban > 10K",1121,330721,194366
"1509","W01001509",1.16279,3.04,2.866,1.39441,1.13168096542358,5,"Village Hamlet & Isolated Dwellings",1315,332631,192907
"1510","W01001510",0.78278,3.13,0.7659,1.53602,0.000779961701483,4,"Urban > 10K",1279,330492,199002
"1511","W01001511",1.85185,0.73,1.03438,0.91138,3.80955576896667,3,"Urban > 10K",1365,330513,199711
"1512","W01001512",0,0,0.10314,0.12787,0.928778052330017,5,"Urban > 10K",1258,330662,200071
"1513","W01001513",0.33223,1.56,0,0.14424,1.06997466087341,5,"Urban > 10K",1286,329875,200385
"1514","W01001514",2.85714,0.96,2.14928,3.9165,10.7434816360474,5,"Urban > 10K",1045,329007,199322
"1515","W01001515",8.13953,5.79,6.42826,4.96296,10.9059085845947,4,"Urban > 10K",1210,329230,199065
"1516","W01001516",1.5873,0.79,2.0117,2.2973,0.965145826339722,2,"Urban > 10K",1258,328850,198143
"1517","W01001517",8.16327,5.23,5.43556,4.00481,8.89263820648193,4,"Urban > 10K",1531,329368,198234
"1518","W01001518",7.5,2.98,2.41231,2.67822,10.5464277267456,5,"Urban > 10K",1007,328842,198599
"1519","W01001519",0,0,7.92078,7.80194,35.5803375244141,1,"Urban > 10K",1118,329479,195883
"1520","W01001520",6.34921,5.39,2.99483,3.86325,7.07675504684448,3,"Urban > 10K",1483,329292,196881
"1521","W01001521",25,8.38,8.94338,6.33265,23.2249698638916,3,"Urban > 10K",1312,329128,196149
"1522","W01001522",7.69231,2.08,4.16071,5.21622,13.6200857162476,2,"Urban > 10K",1440,328852,196536
"1523","W01001523",1.93906,5.64,4.48742,3.82739,0.002185609657317,2,"Urban > 10K",1241,326810,201758
"1524","W01001524",19.67213,14.74,3.31505,4.53814,5.22217273712158,3,"Urban > 10K",1628,328504,200685
"1525","W01001525",1.45631,2.19,1.37027,1.7057,6.06781482696533,1,"Urban > 10K",1370,328619,201632
"1526","W01001526",12.5,2.67,2.41221,2.08573,8.26817321777344,1,"Urban > 10K",1122,328277,194852
"1527","W01001527",24,5.58,4.31826,5.23462,19.8554840087891,2,"Urban > 10K",1076,329011,194672
"1528","W01001528",3.7594,5.18,1.27806,2.49783,6.15983438491821,2,"Urban > 10K",966,328643,195019
"1529","W01001529",10.12658,4.72,1.34653,2.61868,3.55621647834778,2,"Urban > 10K",1696,327038,202335
"1530","W01001530",9.67742,1.98,0.88954,1.13046,4.51244163513184,1,"Urban > 10K",1515,327931,202345
"1531","W01001531",0.38314,0.71,0.28793,0.69783,1.73264157772064,2,"Urban > 10K",1411,327613,202401
"1532","W01001532",6.89655,1.35,1.95041,2.34052,8.94836139678955,1,"Urban > 10K",1484,328603,194341
"1533","W01001533",0.48591,3.75,1.57014,1.25895,0,5,"Urban > 10K",1334,326743,193676
"1534","W01001534",1.0101,0.73,0.45912,0.94683,1.59293949604034,3,"Urban > 10K",1361,328595,193812
"1535","W01001535",0,0,0.39799,1.03233,1.36452209949493,4,"Urban > 10K",1156,327503,193523
"1536","W01001536",5.26316,1.96,1.55188,1.13855,2.71904397010803,1,"Urban > 10K",1018,327507,196015
"1537","W01001537",1.07817,3.68,1.41239,1.05266,1.44738495349884,4,"Urban > 10K",1086,328038,196855
"1538","W01001538",0,0,1.05168,1.04911,4.65603494644165,1,"Urban > 10K",1171,327890,196391
"1539","W01001539",8.82353,2.38,1.91768,1.89304,6.53880834579468,2,"Urban > 10K",1258,328311,196526
"1540","W01001540",5.12821,1.83,2.94094,2.96104,11.4818029403687,4,"Urban > 10K",1091,327518,201386
"1541","W01001541",0.13755,0.98,0,1.35198,0,2,"Urban > 10K",1017,326963,200518
"1542","W01001542",0.25619,3.76,0.4559,0.63962,0,5,"Village Hamlet & Isolated Dwellings",1596,346651,190623
"1543","W01001543",4.20168,4.19,1.14709,1.22892,3.46917009353638,5,"Urban > 10K",1193,348117,188934
"1544","W01001544",7.40741,2.22,2.66017,2.85993,12.5810594558716,3,"Urban > 10K",899,347857,188756
"1545","W01001545",0.29762,1.51,0.92001,1.25604,0,5,"Urban > 10K",1323,328948,215006
"1546","W01001546",6.34921,3.01,0.68965,4.03508,3.00501179695129,2,"Urban > 10K",1327,329721,215171
"1547","W01001547",2.17391,0.73,1.37155,1.2307,3.30442500114441,2,"Urban > 10K",1378,330624,215289
"1548","W01001548",0.10994,7.19,0,0.34344,0,4,"Village Hamlet & Isolated Dwellings",1808,334562,222043
"1549","W01001549",0.07176,3.07,0,0.33224,0,5,"Village Hamlet & Isolated Dwellings",1303,346593,199139
"1550","W01001550",4.7619,1.08,0.90358,0.94178,3.84670972824097,3,"Urban > 10K",927,347363,188618
"1551","W01001551",4.34783,0.99,2.20073,2.39531,11.0114641189575,3,"Urban > 10K",1006,347606,188394
"1552","W01001552",0.43668,1.49,0.31784,0.33123,0.116511896252632,5,"Village Hamlet & Isolated Dwellings",1340,350642,214365
"1553","W01001553",1.41593,3.6,1.46403,2.46002,0,4,"Town and Fringe",2220,349859,212993
"1554","W01001554",8.60927,28.53,12.12069,14.92535,0.783756911754608,5,"Town and Fringe",1367,351029,213153
"1555","W01001555",0.37076,6.5,0.25847,0.53723,0,5,"Town and Fringe",1077,332107,205189
"1556","W01001556",1.35593,4.04,0,1.40878,1.43266105651855,4,"Town and Fringe",991,332278,203976
"1557","W01001557",24.77876,16.87,10.97943,12.1788,17.2870197296143,3,"Urban > 10K",1660,329412,214341
"1558","W01001558",2.77778,0.8,1.34339,1.71677,5.46534442901611,2,"Urban > 10K",1250,330233,215169
"1559","W01001559",7.14286,2.57,3.13624,3.30509,6.13242721557617,4,"Urban > 10K",1169,353165,193011
"1560","W01001560",0.30169,11.4,0,0.77093,0.56037163734436,4,"Village Hamlet & Isolated Dwellings",1140,336031,202452
"1561","W01001561",2.34375,6.47,3.55567,2.11463,0.043879382312298,5,"Town and Fringe",1390,324426,214645
"1562","W01001562",0.38551,4.36,0.34561,0.48104,0.616937816143036,3,"Village Hamlet & Isolated Dwellings",1147,322616,212701
"1563","W01001563",2.77778,4.5,2.52085,2.59777,4.37866067886353,4,"Town and Fringe",888,324853,215010
"1564","W01001564",0.23665,3.42,0,1.32403,0,4,"Urban > 10K",2045,329331,212833
"1565","W01001565",0.18561,7.54,0.63756,0.32869,1.04985570907593,4,"Village Hamlet & Isolated Dwellings",1592,336764,196451
"1566","W01001566",0.13937,5.63,0,0.15232,0,3,"Village Hamlet & Isolated Dwellings",1066,336683,210781
"1567","W01001567",0.25825,9.92,0,0.42204,0,4,"Village Hamlet & Isolated Dwellings",907,332852,209178
"1568","W01001568",0.12505,8.05,0.21189,0.12961,0.394358307123184,4,"Village Hamlet & Isolated Dwellings",1491,342832,216646
"1569","W01001569",0.60168,4.14,3.77121,1.60623,0,4,"Town and Fringe",1209,326691,213788
"1570","W01001570",0,0,1.06235,1.23636,1.73393142223358,1,"Urban > 10K",895,330526,215773
"1571","W01001571",0.38462,6.04,0,0.95846,0,3,"Urban > 10K",1159,331352,216125
"1572","W01001572",7.79221,4.54,1.76859,2.11065,5.40470314025879,5,"Town and Fringe",1323,342248,187255
"1573","W01001573",0.54895,4.93,0.11786,1.09337,0,5,"Town and Fringe",1218,343122,187106
"1574","W01001574",0,0,0.23422,0.8573,5.73749923706055,5,"Town and Fringe",1238,342893,187498
"1575","W01001575",0.13441,5.4,0.23885,0.36626,1.94689762592316,4,"Village Hamlet & Isolated Dwellings",1111,346790,209846
"1576","W01001576",28.57143,6.71,4.8493,6.87883,15.5669202804565,4,"Town and Fringe",894,350279,212196
"1577","W01001577",1.7316,3.55,2.44189,3.55115,0.018938129767776,2,"Town and Fringe",1126,350083,212176
"1578","W01001578",0.94467,3.7,2.30445,0.87181,0.729165375232697,5,"Urban > 10K",1892,350087,188210
"1579","W01001579",41.26984,19.45,3.02967,10.90767,24.6107044219971,5,"Urban > 10K",1337,330326,213915
"1580","W01001580",11.76471,3.73,4.17224,4.70508,20.2876987457275,4,"Urban > 10K",1609,330278,214700
"1581","W01001581",0.37594,8.26,0,1.68434,0,5,"Town and Fringe",1694,341543,206978
"1582","W01001582",0.47226,2.8,0.81451,0.95202,0,5,"Village Hamlet & Isolated Dwellings",1428,345940,187863
"1583","W01001583",0.60934,12.83,0,1.30101,0.77826327085495,4,"Village Hamlet & Isolated Dwellings",1403,351942,198670
"1584","W01001584",8,2.44,2.46304,1.76819,4.46248817443848,3,"Urban > 10K",1638,353329,192470
"1585","W01001585",2.17391,0.96,0.2489,0.97956,7.40882730484009,5,"Urban > 10K",1038,352643,194108
"1586","W01001586",3.0303,1.46,4.24608,2.77376,4.61289691925049,5,"Urban > 10K",2060,352780,193591
"1587","W01001587",44.57831,22.51,11.4148,12.44773,31.9368667602539,3,"Urban > 10K",1644,353443,193731
"1588","W01001588",2.07254,2.64,1.26249,1.4212,0,5,"Urban > 10K",1516,348165,187785
"1589","W01001589",19.56522,6.97,1.96446,2.74664,12.9006004333496,2,"Urban > 10K",1292,348458,188066
"1590","W01001590",0.37323,7.25,0,0.84605,0,5,"Village Hamlet & Isolated Dwellings",1931,349334,193212
"1591","W01001591",0.36765,0.84,0.21399,0.25201,0.387323409318924,5,"Town and Fringe",1196,343747,187271
"1592","W01001592",2.5,0.76,0.47062,0.71273,2.08846092224121,2,"Urban > 10K",1308,353790,192151
"1593","W01001593",0.57803,0.69,0.31898,0.71648,0.324178367853165,3,"Urban > 10K",1445,353663,191992
"1594","W01001594",0.27548,5.87,0,0.65048,6.034245871e-06,4,"Village Hamlet & Isolated Dwellings",1193,350109,203911
"1595","W01001595",0.27442,4.78,0,0.25006,0.899830758571625,5,"Village Hamlet & Isolated Dwellings",1045,352385,206858
"1596","W01001596",5.9322,8.97,8.67228,7.07182,3.87342405319214,5,"Town and Fringe",780,337773,200657
"1597","W01001597",8.10811,9.35,4.54932,3.8085,4.46987724304199,5,"Town and Fringe",1284,337853,201111
"1598","W01001598",2.77778,0.72,0.54308,1.18748,3.26191163063049,2,"Urban > 10K",1388,347304,187963
"1599","W01001599",0.75829,4.37,1.04676,0.85133,0,3,"Town and Fringe",1832,351882,212315
"1600","W01001600",4.05405,2.27,1.22532,1.61862,4.27209997177124,5,"Urban > 10K",1319,330033,188497
"1601","W01001601",8.10811,2.53,0.32916,3.30895,17.2854881286621,1,"Urban > 10K",1188,330554,188738
"1602","W01001602",7.69231,2.37,1.4431,1.8672,4.09153175354004,5,"Urban > 10K",1264,329545,187980
"1603","W01001603",7.89474,2.46,6.65838,5.51478,26.3985538482666,3,"Urban > 10K",1218,330462,188301
"1604","W01001604",0,0,0.13608,0.40124,2.92338943481445,5,"Urban > 10K",1296,328749,187515
"1605","W01001605",14.28571,3.16,5.28417,4.71976,18.08078956604,2,"Urban > 10K",1264,330033,187703
"1606","W01001606",2.43902,0.93,0.4282,0.72726,3.74391198158264,4,"Urban > 10K",1081,334158,188549
"1607","W01001607",11.11111,2.65,2.58972,2.49965,13.2399234771729,1,"Urban > 10K",1134,333666,187921
"1608","W01001608",0,0,2.67057,2.68753,11.109001159668,4,"Urban > 10K",1311,333600,188402
"1609","W01001609",5.88235,1.78,1.80222,1.15098,5.42931890487671,1,"Urban > 10K",1126,334614,187996
"1610","W01001610",3.0303,0.86,0.97767,1.0069,4.49804496765137,2,"Urban > 10K",1160,334243,188052
"1611","W01001611",46.15385,5.58,6.3231,6.16325,19.7199935913086,3,"Urban > 10K",1076,333202,187971
"1612","W01001612",0,0,5.81367,7.80524,30.8163604736328,3,"Urban > 10K",1301,332659,188374
"1613","W01001613",20,3.21,7.79815,6.10258,20.9038181304932,4,"Urban > 10K",1246,332904,188161
"1614","W01001614",0,0,0.37681,0.31659,3.69430327415466,1,"Urban > 10K",1296,333265,189440
"1615","W01001615",0,0,0.92056,1.04346,5.87100648880005,3,"Urban > 10K",1277,332994,189362
"1616","W01001616",15.15152,3.96,1.13368,2.12869,11.3259134292603,4,"Urban > 10K",1263,332878,188886
"1617","W01001617",3.57143,0.9,2.04376,1.40134,3.90408301353455,1,"Urban > 10K",1113,328955,190654
"1618","W01001618",4.7619,1.99,0.71376,0.67002,8.75344657897949,1,"Urban > 10K",1004,329441,190566
"1619","W01001619",0,0,0.71226,0.66047,0.239798307418823,1,"Urban > 10K",1189,328407,190689
"1620","W01001620",0,0,0.23588,0.37757,0.52790766954422,1,"Urban > 10K",978,328725,190311
"1621","W01001621",12.90323,3.2,1.39757,1.50984,3.14952874183655,1,"Urban > 10K",1251,328555,190983
"1622","W01001622",0,0,1.17385,1.01801,0.267092943191528,2,"Urban > 10K",1089,329223,191004
"1623","W01001623",19.46903,16.67,7.90361,6.5487,14.843578338623,5,"Town and Fringe",1320,333911,190958
"1624","W01001624",0,0,0,0.04688,6.0195663536e-05,5,"Town and Fringe",1084,332459,190744
"1625","W01001625",0.63532,4.19,2.30875,4.77236,2.63847470283508,5,"Town and Fringe",1192,334385,190400
"1626","W01001626",4.25532,1.07,0.70561,0.62951,1.59069669246674,4,"Town and Fringe",1868,332845,191247
"1627","W01001627",0.70175,1.42,0.20894,0.53536,1.6188967493e-05,5,"Town and Fringe",1410,332918,191597
"1628","W01001628",0,0,1.07753,1.67599,16.0563049316406,4,"Town and Fringe",948,333321,191431
"1629","W01001629",4.34783,1.6,0,1.85326,9.0949535369873,4,"Urban > 10K",1253,330071,187071
"1630","W01001630",8.33333,2.31,0.69605,1.68999,5.5188946723938,1,"Urban > 10K",1300,329743,186922
"1631","W01001631",9.52381,1.63,1.66587,1.64308,3.93517541885376,5,"Urban > 10K",1226,329240,187120
"1632","W01001632",0,0,0.92348,1.09205,0.755054533481598,2,"Urban > 10K",1166,329300,186609
"1633","W01001633",8.10811,2.57,2.06367,1.77772,5.9486517906189,1,"Urban > 10K",1168,330049,185991
"1634","W01001634",4.34783,0.81,2.295,1.50778,5.55055522918701,2,"Urban > 10K",1239,329698,186053
"1635","W01001635",1.08696,0.87,0.45363,0.71213,1.33136129379273,5,"Urban > 10K",1143,326648,186910
"1636","W01001636",0.52083,4.12,0,0.59228,0,5,"Urban > 10K",1456,325536,188404
"1637","W01001637",5.6,5.06,3.71968,1.95895,6.59660387039185,4,"Urban > 10K",1383,327455,187059
"1638","W01001638",1.53846,0.97,1.06486,1.02627,4.32360219955444,5,"Urban > 10K",1034,326628,187330
"1639","W01001639",1.44928,2.65,0,0.24492,0.108180075883865,5,"Urban > 10K",1511,337065,189878
"1640","W01001640",0.12804,1.96,0,0.13123,0,5,"Village Hamlet & Isolated Dwellings",1019,341575,191740
"1641","W01001641",0.25105,2.52,0,0.21689,0.243626832962036,5,"Urban > 10K",1192,338907,190495
"1642","W01001642",10,2.21,4.3469,3.59221,11.0777635574341,1,"Urban > 10K",1357,333264,187391
"1643","W01001643",18.51852,4.14,5.03936,5.16413,18.8064002990723,1,"Urban > 10K",1209,333034,187619
"1644","W01001644",12.76596,3.38,6.37764,4.14681,11.9230937957764,2,"Urban > 10K",1775,332674,187556
"1645","W01001645",5,0.89,2.49078,1.86693,9.95889854431152,2,"Urban > 10K",1124,334061,187462
"1646","W01001646",10.66667,5.85,1.89156,1.70883,13.2079553604126,1,"Urban > 10K",1367,334385,187198
"1647","W01001647",0.85271,8,0.65946,1.0356,0,4,"Urban > 10K",1375,333913,186298
"1648","W01001648",11.53846,2.29,3.50744,3.96831,13.0392484664917,3,"Urban > 10K",1308,333841,187171
"1649","W01001649",0.28256,8.37,0,1.03379,0,3,"Village Hamlet & Isolated Dwellings",1315,338154,186864
"1650","W01001650",1.0101,0.82,3.55833,1.58036,4.10672521591187,2,"Town and Fringe",1220,338459,188995
"1651","W01001651",5.12821,1.41,0.7654,0.82601,2.98959112167358,5,"Urban > 10K",1414,330494,191558
"1652","W01001652",1.85185,0.69,0.77704,0.98111,6.03435039520264,1,"Urban > 10K",1452,330067,191150
"1653","W01001653",0,0,0.76774,0.75353,4.45717287063599,5,"Urban > 10K",1264,330835,191142
"1654","W01001654",13.33333,2.85,5.02699,3.01623,12.7673845291138,5,"Urban > 10K",1402,330384,190449
"1655","W01001655",6.97674,2.08,2.62504,1.83316,11.306676864624,4,"Urban > 10K",1445,330767,190753
"1656","W01001656",0.6087,6.2,0,0.45662,0,4,"Village Hamlet & Isolated Dwellings",2258,328630,182780
"1657","W01001657",0.56689,4.07,0.11801,0.23605,0.645338535308838,5,"Village Hamlet & Isolated Dwellings",1229,325231,182883
"1658","W01001658",1.09589,2.64,1.36144,1.19265,1.58877444267273,4,"Town and Fringe",1516,325990,182209
"1659","W01001659",50,6.97,14.13648,11.47804,29.223539352417,1,"Urban > 10K",1721,331494,186774
"1660","W01001660",2.30947,6.83,6.99623,6.9483,0.445809781551361,1,"Urban > 10K",1465,331339,186473
"1661","W01001661",20.33898,5.69,12.08057,8.66374,23.3567981719971,1,"Urban > 10K",2110,331636,187160
"1662","W01001662",15.15152,3.77,10.54551,13.19333,5.90850687026978,1,"Urban > 10K",1328,331247,187142
"1663","W01001663",2.63158,0.73,1.78526,1.27509,4.82287979125977,2,"Urban > 10K",1361,335249,189092
"1664","W01001664",7.14286,2.41,1.54209,1.29317,3.48087024688721,1,"Urban > 10K",1247,335658,189113
"1665","W01001665",4.87805,1.39,2.90546,1.26777,5.10840702056885,2,"Urban > 10K",1441,334679,188799
"1666","W01001666",4.7619,1.59,0.11304,0.55039,3.0148241519928,1,"Urban > 10K",1261,335544,188393
"1667","W01001667",0,0,0.34525,0.42459,2.0583610534668,1,"Urban > 10K",1117,335947,188591
"1668","W01001668",0,0,0.67706,0.64644,1.69044244289398,1,"Urban > 10K",980,334964,188034
"1669","W01001669",1.35135,0.83,0.19704,0.45422,2.09265875816345,5,"Urban > 10K",1209,327421,189087
"1670","W01001670",0.60241,1.56,1.1531,0.63073,0.102465093135834,5,"Urban > 10K",1918,326459,189122
"1671","W01001671",4.87805,2.79,1.88661,1.34812,6.57660675048828,2,"Urban > 10K",1433,327874,187567
"1672","W01001672",4.54545,3.4,2.91348,1.98752,5.75405073165894,4,"Urban > 10K",1472,326739,188644
"1673","W01001673",5.35714,2.31,0.36958,1.10569,5.47547721862793,5,"Urban > 10K",1300,327493,188715
"1674","W01001674",10.86957,3.92,1.27556,1.955,7.98850631713867,3,"Urban > 10K",1275,328039,187842
"1675","W01001675",25,3.15,9.42886,8.86922,28.3291988372803,3,"Urban > 10K",1268,332077,189030
"1676","W01001676",29.26829,8.9,7.66957,10.33862,34.2258453369141,2,"Urban > 10K",1349,331723,188804
"1677","W01001677",5.26316,2.48,4.71846,3.51247,4.64796495437622,4,"Urban > 10K",1208,332055,189685
"1678","W01001678",2.94118,0.71,1.32352,0.88875,1.95308637619019,2,"Urban > 10K",1408,332573,189890
"1679","W01001679",0,0,2.26568,3.0919,12.9849348068237,5,"Urban > 10K",994,332501,189190
"1680","W01001680",21.42857,2.81,6.64388,5.73932,14.2897310256958,4,"Urban > 10K",1067,332117,189356
"1681","W01001681",25.5814,10.05,5.08913,5.33351,27.8788986206055,1,"Urban > 10K",1095,331077,189083
"1682","W01001682",4.91803,2.6,0.24622,0.95317,11.0712432861328,2,"Urban > 10K",1153,330570,190008
"1683","W01001683",2.5641,1.04,3.0189,3.31579,13.6752910614014,3,"Urban > 10K",957,331012,189668
"1684","W01001684",19.04762,3.29,7.21994,5.65516,21.7903671264648,3,"Urban > 10K",1214,330701,189308
"1685","W01001685",124.24242,27.26,16.85088,22.4704,105.209434509277,2,"Urban > 10K",1504,330739,187889
"1686","W01001686",0,0,0.98519,5.12849,22.3838539123535,3,"Urban > 10K",1361,330542,187375
